speed_kph,command_kind,command_percent,status,valid_trial_count,attempted_trial_count,median_acceleration_mps2,median_simulator_acceleration_mps2,acceleration_source,median_stddev_mps2,median_mad_mps2,median_velocity_derived_acceleration_mps2,median_cross_check_disagreement_mps2,median_peak_abs_jerk_mps3,median_mean_deceleration_mps2,mean_deceleration_repeatability_mad_mps2,median_peak_deceleration_mps2,median_p95_deceleration_mps2,median_command_echo_delay_sec,median_deceleration_onset_delay_sec,median_initial_speed_mps,median_final_speed_mps,median_speed_drop_mps,median_distance_travelled_m,median_measurement_duration_sec,median_sample_rate_hz,median_mean_brake_echo_error,quality_flags,coast_baseline_deceleration_mps2,coast_normalized_brake_deceleration_mps2
30,brake,70,complete,3,3,-9.634338302964789,0.0,velocity_derived,0.0,0.0,-9.634338302964789,9.634338302964789,0.0,9.634338302964789,0.08595971541967984,15.772818757139055,15.623346751863263,0.046201449004001915,0.06431553600123152,8.199384689331055,5.3581438064575195,2.840850830078125,0.0,0.27380555600393564,49.96946596984343,1.1920928910669204e-08,['simulator_acceleration_field_stuck'],0.31619422579887074,9.318144077165918
30,brake,80,complete,3,3,-9.090670622067687,0.0,velocity_derived,0.0,0.0,-9.090670622067687,9.090670622067687,0.0,9.090670622067687,0.01705758187295814,15.079447369446767,14.127806656914814,0.03421541300485842,0.0519925509870518,8.199233055114746,4.9166107177734375,3.2826757431030273,0.0,0.34044758998788893,49.71259961581725,1.1920928910669204e-08,['simulator_acceleration_field_stuck'],0.31619422579887074,8.774476396268817
30,brake,90,complete,3,3,-9.04068546094768,0.0,velocity_derived,0.0,0.0,-9.04068546094768,9.04068546094768,0.0,9.04068546094768,0.0773170405006649,14.910849039012403,13.691316639365894,0.029900840017944574,0.07812965798075311,8.198739051818848,5.164414405822754,3.0343246459960938,0.0,0.28180704402620904,49.679382743526986,2.384185793236071e-08,['simulator_acceleration_field_stuck'],0.31619422579887074,8.72449123514881
30,brake,100,complete,3,3,-8.837008294690062,0.0,velocity_derived,0.0,0.0,-8.837008294690062,8.837008294690062,0.0,8.837008294690062,0.046239432302606076,12.80967089501515,12.385365897842178,0.04206422599963844,0.07222315200488083,8.19911003112793,5.571165084838867,2.6279449462890625,0.0,0.263926535990322,48.77828266917389,0.0,['simulator_acceleration_field_stuck'],0.31619422579887074,8.520814068891191
35,brake,0,complete,3,3,-0.3468708397425404,0.0,velocity_derived,0.0,0.0,-0.3468708397425404,0.3468708397425404,0.0,0.3468708397425404,6.69400578933721e-05,0.6328990101714999,0.5272798990740358,,,9.576931953430176,9.090848922729492,0.48602962493896484,0.0,1.3418118740082718,48.71330376839271,0.0,['simulator_acceleration_field_stuck'],0.3468708397425404,0.0
35,brake,10,complete,3,3,-1.2574933507915391,0.0,velocity_derived,0.0,0.0,-1.2574933507915391,1.2574933507915391,0.0,1.2574933507915391,0.001328260010010185,2.3220474351937868,1.9163932622635198,0.044264508003834635,0.09026842299499549,9.577020645141602,7.818972587585449,1.7581186294555664,0.0,1.3461704440123867,48.105596612611365,1.4901161138336505e-09,['simulator_acceleration_field_stuck'],0.3468708397425404,0.9106225110489987
35,brake,20,complete,3,3,-2.1764750811126903,0.0,velocity_derived,0.0,0.0,-2.1764750811126903,2.1764750811126903,0.0,2.1764750811126903,0.006743050218815494,3.920221888528001,3.2378746253463406,0.04022628898383118,0.062256192992208526,9.577077865600586,7.903511047363281,1.6735916137695312,0.0,0.727943948993925,47.84360861452963,2.980232227667301e-09,['simulator_acceleration_field_stuck'],0.3468708397425404,1.8296042413701499
35,brake,30,complete,3,3,-4.6776710679005635,0.0,velocity_derived,0.0,0.0,-4.6776710679005635,4.6776710679005635,0.0,4.6776710679005635,0.026661053671370283,7.721404202523769,7.20426122137301,0.04204996899352409,0.07188454200513661,9.57701587677002,7.351935863494873,2.2250800132751465,0.0,0.4378856330004055,46.64984504434447,1.1920928966180355e-08,['simulator_acceleration_field_stuck'],0.3468708397425404,4.330800228158023
35,brake,40,complete,3,3,-7.341180811162668,0.0,velocity_derived,0.0,0.0,-7.341180811162668,7.341180811162668,0.0,7.341180811162668,0.04003051004741032,11.000830107791263,10.407494440560622,0.04229854998993687,0.07013038199511357,9.577011108398438,6.943459987640381,2.633545398712158,0.0,0.307907423004508,48.715941478878825,5.960464455334602e-09,['simulator_acceleration_field_stuck'],0.3468708397425404,6.994309971420128
35,brake,50,complete,3,3,-8.910672511095783,0.0,velocity_derived,0.0,0.0,-8.910672511095783,8.910672511095783,0.0,8.910672511095783,0.06861830541695113,13.602247604043587,12.937223416403947,0.04608036199351773,0.09220229898346588,9.577064514160156,6.921069145202637,2.6559953689575195,0.0,0.24418789098854177,49.50069711313764,0.0,['simulator_acceleration_field_stuck'],0.3468708397425404,8.563801671353243
